nan nan
2.98412856e+00 nan
2.81176989e+00 -3.00167086e-02
2.76766361e+00 -3.81902294e-02
2.74981184e+00 -4.19548946e-02
2.74082373e+00 -4.40346956e-02
2.73566421e+00 -4.53121977e-02
2.73242913e+00 -4.61551773e-02
2.73026726e+00 -4.67413520e-02
2.72875117e+00 -4.71657000e-02
2.72764694e+00 -4.74828934e-02
2.72681778e+00 -4.77262681e-02
2.72617934e+00 -4.79171116e-02
2.72567729e+00 -4.80695436e-02
2.72527537e+00 -4.81932338e-02
2.72494860e+00 -4.82949864e-02
2.72467936e+00 -4.83797030e-02
2.72445488e+00 -4.84509878e-02
2.72426577e+00 -4.85115392e-02
2.72410496e+00 -4.85634100e-02
2.72396708e+00 -4.86081845e-02
2.72384797e+00 -4.86471011e-02
2.72374437e+00 -4.86811393e-02
2.72365369e+00 -4.87110821e-02
2.72357387e+00 -4.87375612e-02
2.72350325e+00 -4.87610911e-02
2.72344047e+00 -4.87820944e-02
2.72338440e+00 -4.88009202e-02
2.72333412e+00 -4.88178596e-02
2.72328887e+00 -4.88331565e-02
2.72324798e+00 -4.88470166e-02
2.72321093e+00 -4.88596145e-02
2.72317724e+00 -4.88710989e-02
2.72314652e+00 -4.88815973e-02
2.72311843e+00 -4.88912194e-02
2.72309267e+00 -4.89000602e-02
2.72306901e+00 -4.89082020e-02
2.72304721e+00 -4.89157166e-02
2.72302708e+00 -4.89226668e-02
2.72300846e+00 -4.89291078e-02
2.72299120e+00 -4.89350881e-02
2.72297518e+00 -4.89406507e-02
2.72296027e+00 -4.89458336e-02
2.72294638e+00 -4.89506705e-02
2.72293341e+00 -4.89551916e-02
2.72292129e+00 -4.89594238e-02
2.72290994e+00 -4.89633912e-02
2.72289930e+00 -4.89671154e-02
2.72288931e+00 -4.89706160e-02
2.72287992e+00 -4.89739104e-02
2.72287108e+00 -4.89770146e-02
2.72286275e+00 -4.89799429e-02
2.72285489e+00 -4.89827083e-02
2.72284747e+00 -4.89853228e-02
2.72284045e+00 -4.89877971e-02
2.72283381e+00 -4.89901411e-02
2.72282751e+00 -4.89923637e-02
2.72282155e+00 -4.89944732e-02
2.72281588e+00 -4.89964771e-02
2.72281050e+00 -4.89983824e-02
2.72280538e+00 -4.90001954e-02
2.72280052e+00 -4.90019221e-02
2.72279588e+00 -4.90035677e-02
2.72279146e+00 -4.90051373e-02
2.72278724e+00 -4.90066356e-02
2.72278322e+00 -4.90080667e-02
2.72277937e+00 -4.90094346e-02
2.72277570e+00 -4.90107430e-02
2.72277218e+00 -4.90119952e-02
2.72276882e+00 -4.90131946e-02
2.72276559e+00 -4.90143439e-02
2.72276250e+00 -4.90154460e-02
2.72275954e+00 -4.90165033e-02
2.72275670e+00 -4.90175184e-02
2.72275397e+00 -4.90184933e-02
2.72275135e+00 -4.90194302e-02
2.72274883e+00 -4.90203311e-02
2.72274641e+00 -4.90211978e-02
2.72274408e+00 -4.90220319e-02
2.72274184e+00 -4.90228351e-02
2.72273968e+00 -4.90236089e-02
2.72273760e+00 -4.90243547e-02
2.72273559e+00 -4.90250739e-02
2.72273366e+00 -4.90257677e-02
2.72273179e+00 -4.90264373e-02
2.72272999e+00 -4.90270837e-02
2.72272826e+00 -4.90277081e-02
2.72272658e+00 -4.90283115e-02
2.72272495e+00 -4.90288947e-02
2.72272338e+00 -4.90294587e-02
2.72272187e+00 -4.90300043e-02
2.72272040e+00 -4.90305323e-02
2.72271898e+00 -4.90310434e-02
2.72271761e+00 -4.90315384e-02
2.72271627e+00 -4.90320179e-02
2.72271498e+00 -4.90324826e-02
2.72271373e+00 -4.90329330e-02
2.72271252e+00 -4.90333698e-02
2.72271135e+00 -4.90337935e-02
2.72271021e+00 -4.90342046e-02
2.72270910e+00 -4.90346035e-02
2.72270803e+00 -4.90349909e-02
2.72270699e+00 -4.90353671e-02
2.72270597e+00 -4.90357325e-02
2.72270499e+00 -4.90360876e-02
2.72270404e+00 -4.90364327e-02
2.72270311e+00 -4.90367682e-02
2.72270220e+00 -4.90370945e-02
2.72270133e+00 -4.90374119e-02
2.72270047e+00 -4.90377207e-02
2.72269964e+00 -4.90380213e-02
2.72269883e+00 -4.90383138e-02
2.72269805e+00 -4.90385986e-02
2.72269728e+00 -4.90388761e-02
2.72269653e+00 -4.90391463e-02
2.72269580e+00 -4.90394096e-02
2.72269510e+00 -4.90396662e-02
2.72269441e+00 -4.90399164e-02
2.72269373e+00 -4.90401602e-02
2.72269308e+00 -4.90403981e-02
2.72269244e+00 -4.90406300e-02
2.72269181e+00 -4.90408564e-02
2.72269120e+00 -4.90410772e-02
2.72269061e+00 -4.90412928e-02
2.72269003e+00 -4.90415032e-02
2.72268946e+00 -4.90417086e-02
2.72268891e+00 -4.90419092e-02
2.72268837e+00 -4.90421052e-02
2.72268784e+00 -4.90422966e-02
2.72268733e+00 -4.90424836e-02
2.72268682e+00 -4.90426664e-02
2.72268633e+00 -4.90428451e-02
2.72268585e+00 -4.90430198e-02
2.72268538e+00 -4.90431906e-02
2.72268492e+00 -4.90433576e-02
2.72268447e+00 -4.90435209e-02
2.72268403e+00 -4.90436807e-02
2.72268360e+00 -4.90438371e-02
2.72268318e+00 -4.90439901e-02
2.72268277e+00 -4.90441398e-02
2.72268236e+00 -4.90442864e-02
2.72268197e+00 -4.90444299e-02
2.72268158e+00 -4.90445704e-02
2.72268120e+00 -4.90447080e-02
2.72268083e+00 -4.90448428e-02
2.72268047e+00 -4.90449748e-02
2.72268012e+00 -4.90451042e-02
2.72267977e+00 -4.90452309e-02
2.72267943e+00 -4.90453551e-02
2.72267909e+00 -4.90454769e-02
2.72267876e+00 -4.90455962e-02
2.72267844e+00 -4.90457132e-02
2.72267813e+00 -4.90458279e-02
2.72267782e+00 -4.90459404e-02
2.72267752e+00 -4.90460508e-02
2.72267722e+00 -4.90461590e-02
2.72267693e+00 -4.90462651e-02
2.72267664e+00 -4.90463693e-02
2.72267636e+00 -4.90464715e-02
2.72267608e+00 -4.90465718e-02
2.72267581e+00 -4.90466703e-02
2.72267555e+00 -4.90467669e-02
2.72267529e+00 -4.90468618e-02
2.72267503e+00 -4.90469549e-02
2.72267478e+00 -4.90470464e-02
2.72267454e+00 -4.90471362e-02
2.72267430e+00 -4.90472244e-02
2.72267406e+00 -4.90473110e-02
2.72267382e+00 -4.90473961e-02
2.72267359e+00 -4.90474798e-02
2.72267337e+00 -4.90475619e-02
2.72267315e+00 -4.90476427e-02
2.72267293e+00 -4.90477220e-02
2.72267272e+00 -4.90478000e-02
2.72267251e+00 -4.90478766e-02
2.72267230e+00 -4.90479520e-02
2.72267210e+00 -4.90480261e-02
2.72267190e+00 -4.90480989e-02
2.72267170e+00 -4.90481706e-02
2.72267151e+00 -4.90482410e-02
2.72267132e+00 -4.90483103e-02
2.72267113e+00 -4.90483784e-02
2.72267095e+00 -4.90484454e-02
2.72267077e+00 -4.90485114e-02
2.72267059e+00 -4.90485763e-02
2.72267042e+00 -4.90486401e-02
2.72267024e+00 -4.90487029e-02
2.72267008e+00 -4.90487648e-02
2.72266991e+00 -4.90488256e-02
2.72266974e+00 -4.90488855e-02
2.72266958e+00 -4.90489444e-02
2.72266942e+00 -4.90490025e-02
2.72266927e+00 -4.90490596e-02
2.72266911e+00 -4.90491159e-02
2.72266896e+00 -4.90491713e-02
2.72266881e+00 -4.90492258e-02
2.72266867e+00 -4.90492796e-02
2.72266852e+00 -4.90493325e-02
2.72266838e+00 -4.90493846e-02
2.72266824e+00 -4.90494360e-02
2.72266810e+00 -4.90494865e-02
